election_id,slot,candidate_name,region_id,regional_affinity,organization_depth,available_date,confidence,source_type,notes,personal_constituency_signal,executive_office_signal,party_district_organization_signal,personal_match_count,source_election_ids,provenance_class,derivation_version
pres_2002,A,노무현,sido_26,0.04421589405516224,0.2654755629193068,2000-04-14,1.0,constituency_reconstructed_candidate_base,Footprint-controlled candidate excess plus winning executive office and non-major party constituency organization; repeated evidence uses bounded union,0.04421589405516224,0.0,0.0,1,20000413,official_deterministic_source_derived,district_reconstructed_candidate_base_v3
pres_2002,A,노무현,sido_11,0.0026751316914207512,0.25093629609199725,1996-04-12,1.0,constituency_reconstructed_candidate_base,Footprint-controlled candidate excess plus winning executive office and non-major party constituency organization; repeated evidence uses bounded union,0.0026751316914207512,0.0,0.0,1,19960411,official_deterministic_source_derived,district_reconstructed_candidate_base_v3
pres_2002,C,권영길,sido_31,0.2538104706423745,0.41497680591754343,2000-04-14,0.305,constituency_reconstructed_candidate_base,Footprint-controlled candidate excess plus winning executive office and non-major party constituency organization; repeated evidence uses bounded union,0.0,0.0,0.2538104706423745,0,assembly_2000_district,official_deterministic_source_derived,district_reconstructed_candidate_base_v3
pres_2002,C,권영길,sido_48,0.09768553062108443,0.2890345977237235,2000-04-14,0.6525,constituency_reconstructed_candidate_base,Footprint-controlled candidate excess plus winning executive office and non-major party constituency organization; repeated evidence uses bounded union,0.08421980638954918,0.0,0.014704100749817317,1,20000413|assembly_2000_district,official_deterministic_source_derived,district_reconstructed_candidate_base_v3
pres_2002,C,권영길,sido_30,0.012036875976515704,0.25782396938473523,2000-04-14,0.305,constituency_reconstructed_candidate_base,Footprint-controlled candidate excess plus winning executive office and non-major party constituency organization; repeated evidence uses bounded union,0.0,0.0,0.012036875976515704,0,assembly_2000_district,official_deterministic_source_derived,district_reconstructed_candidate_base_v3
pres_2002,C,권영길,sido_11,0.003674164962508497,0.25238820722563055,2000-04-14,0.305,constituency_reconstructed_candidate_base,Footprint-controlled candidate excess plus winning executive office and non-major party constituency organization; repeated evidence uses bounded union,0.0,0.0,0.003674164962508497,0,assembly_2000_district,official_deterministic_source_derived,district_reconstructed_candidate_base_v3
pres_2007,A,이명박,sido_11,0.584861495615756,0.5725820416208214,2002-06-14,1.0,constituency_reconstructed_candidate_base,Footprint-controlled candidate excess plus winning executive office and non-major party constituency organization; repeated evidence uses bounded union,0.0075728111042076,0.5816937413351795,0.0,1,19960411|20020613,official_deterministic_source_derived,district_reconstructed_candidate_base_v3
pres_2007,B,정동영,sido_45,0.1261108560093679,0.29413879960327877,2000-04-14,1.0,constituency_reconstructed_candidate_base,Footprint-controlled candidate excess plus winning executive office and non-major party constituency organization; repeated evidence uses bounded union,0.1261108560093679,0.0,0.0,2,19960411|20000413,official_deterministic_source_derived,district_reconstructed_candidate_base_v3
pres_2012,A,박근혜,sido_27,0.0805661934033538,0.27819816769117384,2008-04-10,1.0,constituency_reconstructed_candidate_base,Footprint-controlled candidate excess plus winning executive office and non-major party constituency organization; repeated evidence uses bounded union,0.0805661934033538,0.0,0.0,3,20000413|20040415|20080409,official_deterministic_source_derived,district_reconstructed_candidate_base_v3
pres_2012,B,문재인,sido_26,0.06768899593521338,0.2736911485773247,2012-04-12,1.0,constituency_reconstructed_candidate_base,Footprint-controlled candidate excess plus winning executive office and non-major party constituency organization; repeated evidence uses bounded union,0.06768899593521338,0.0,0.0,1,20120411,official_deterministic_source_derived,district_reconstructed_candidate_base_v3
pres_2017,A,문재인,sido_26,0.05253980082725318,0.2683889302895386,2012-04-12,1.0,constituency_reconstructed_candidate_base,Footprint-controlled candidate excess plus winning executive office and non-major party constituency organization; repeated evidence uses bounded union,0.05253980082725318,0.0,0.0,1,20120411,official_deterministic_source_derived,district_reconstructed_candidate_base_v3
pres_2017,B,홍준표,sido_48,0.85,0.7323416209131457,2014-06-05,1.0,constituency_reconstructed_candidate_base,Footprint-controlled candidate excess plus winning executive office and non-major party constituency organization; repeated evidence uses bounded union,0.0,0.8769847652966286,0.0,0,20121219|20140604,official_deterministic_source_derived,district_reconstructed_candidate_base_v3
pres_2017,B,홍준표,sido_11,0.02670214723651021,0.25934575153277856,2012-04-12,1.0,constituency_reconstructed_candidate_base,Footprint-controlled candidate excess plus winning executive office and non-major party constituency organization; repeated evidence uses bounded union,0.02670214723651021,0.0,0.0,4,19960411|20040415|20080409|20120411,official_deterministic_source_derived,district_reconstructed_candidate_base_v3
pres_2017,C,안철수,sido_29,0.48630952380952386,0.5661011904761906,2016-04-14,0.6189457318461755,constituency_reconstructed_candidate_base,Footprint-controlled candidate excess plus winning executive office and non-major party constituency organization; repeated evidence uses bounded union,0.0,0.0,0.48630952380952386,0,assembly_2016_district,official_deterministic_source_derived,district_reconstructed_candidate_base_v3
pres_2017,C,안철수,sido_46,0.46230952380952384,0.5505011904761905,2016-04-14,0.6189457318461755,constituency_reconstructed_candidate_base,Footprint-controlled candidate excess plus winning executive office and non-major party constituency organization; repeated evidence uses bounded union,0.0,0.0,0.46230952380952384,0,assembly_2016_district,official_deterministic_source_derived,district_reconstructed_candidate_base_v3
pres_2017,C,안철수,sido_45,0.4503095238095238,0.5427011904761905,2016-04-14,0.6189457318461755,constituency_reconstructed_candidate_base,Footprint-controlled candidate excess plus winning executive office and non-major party constituency organization; repeated evidence uses bounded union,0.0,0.0,0.4503095238095238,0,assembly_2016_district,official_deterministic_source_derived,district_reconstructed_candidate_base_v3
pres_2017,C,안철수,sido_11,0.08912656869481672,0.2934957314108032,2016-04-14,0.8094728659230878,constituency_reconstructed_candidate_base,Footprint-controlled candidate excess plus winning executive office and non-major party constituency organization; repeated evidence uses bounded union,0.05251833399484118,0.0,0.03863740694247508,1,20160413|assembly_2016_district,official_deterministic_source_derived,district_reconstructed_candidate_base_v3
pres_2017,C,안철수,sido_28,0.08631110404665965,0.30610221763032874,2016-04-14,0.6189457318461755,constituency_reconstructed_candidate_base,Footprint-controlled candidate excess plus winning executive office and non-major party constituency organization; repeated evidence uses bounded union,0.0,0.0,0.08631110404665965,0,assembly_2016_district,official_deterministic_source_derived,district_reconstructed_candidate_base_v3
pres_2017,C,안철수,sido_30,0.05092660777731606,0.2831022950552554,2016-04-14,0.6189457318461755,constituency_reconstructed_candidate_base,Footprint-controlled candidate excess plus winning executive office and non-major party constituency organization; repeated evidence uses bounded union,0.0,0.0,0.05092660777731606,0,assembly_2016_district,official_deterministic_source_derived,district_reconstructed_candidate_base_v3
pres_2017,C,안철수,sido_36,0.048214285714285765,0.28133928571428574,2016-04-14,0.6189457318461755,constituency_reconstructed_candidate_base,Footprint-controlled candidate excess plus winning executive office and non-major party constituency organization; repeated evidence uses bounded union,0.0,0.0,0.048214285714285765,0,assembly_2016_district,official_deterministic_source_derived,district_reconstructed_candidate_base_v3
pres_2017,C,안철수,sido_41,0.01821428571428574,0.2618392857142857,2016-04-14,0.6189457318461755,constituency_reconstructed_candidate_base,Footprint-controlled candidate excess plus winning executive office and non-major party constituency organization; repeated evidence uses bounded union,0.0,0.0,0.01821428571428574,0,assembly_2016_district,official_deterministic_source_derived,district_reconstructed_candidate_base_v3
pres_2017,C,안철수,sido_44,0.007305194805194759,0.25474837662337657,2016-04-14,0.6189457318461755,constituency_reconstructed_candidate_base,Footprint-controlled candidate excess plus winning executive office and non-major party constituency organization; repeated evidence uses bounded union,0.0,0.0,0.007305194805194759,0,assembly_2016_district,official_deterministic_source_derived,district_reconstructed_candidate_base_v3
pres_2022,B,이재명,sido_41,0.7082435483183144,0.6401296620709922,2018-06-14,1.0,constituency_reconstructed_candidate_base,Footprint-controlled candidate excess plus winning executive office and non-major party constituency organization; repeated evidence uses bounded union,0.0031514630125807352,0.7073211818483436,0.0,1,20080409|20100602|20140604|20180613,official_deterministic_source_derived,district_reconstructed_candidate_base_v3
pres_2022,C,심상정,sido_41,0.150171509982429,0.30256002849385016,2020-04-16,1.0,constituency_reconstructed_candidate_base,Footprint-controlled candidate excess plus winning executive office and non-major party constituency organization; repeated evidence uses bounded union,0.150171509982429,0.0,0.0,4,20080409|20120411|20160413|20200415,official_deterministic_source_derived,district_reconstructed_candidate_base_v3
